#,year,month,taxa,species_portuguese,species_english,species_sci,production_kg,value_rs
1285,2018,4,Peixe Ósseo,Goete,Jamaica weakfish,Cynoscion jamaicensis,21,126
1286,2018,4,Peixe Ósseo,Guaivira,Jack,Oligoplites spp.,469,1950.5
1287,2018,4,Peixe Ósseo,Lambari,Lambari,NA,11.5,575
1288,2018,4,Peixe Ósseo,Linguado,Flatfish,Paralichthys spp.,653.6,11519
1289,2018,4,Peixe Ósseo,Linguado-areia,Flatfish,NA,2,30
1290,2018,4,Peixe Ósseo,Miraguaia,Miraguaia,NA,215.5,1318.5
1291,2018,4,Peixe Ósseo,Mistura,Mistura,NA,1620.2,4932.45
1292,2018,4,Peixe Ósseo,Oveva,Cabezon,Larimus breviceps,86,40
1293,2018,4,Peixe Ósseo,Palombeta,Leerfish,Chloroscombrus chrysurus,213,639
1294,2018,4,Peixe Ósseo,Pampo,Pampo,Trachinotus spp.,38,164
1295,2018,4,Peixe Ósseo,Pararê,Pararê,NA,229.5,1349
1296,2018,4,Peixe Ósseo,Parati,Mullet,NA,2112.8,7011.25
1297,2018,4,Peixe Ósseo,Paru,Paru,NA,57,576.6
1298,2018,4,Peixe Ósseo,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,499.5,8821.93
1299,2018,4,Peixe Ósseo,Pescada-banana,Weakfish,NA,15,60
1300,2018,4,Peixe Ósseo,Pescada-branca,Weakfish,Cynoscion leiarchus,1355.3,11450.6
1301,2018,4,Peixe Ósseo,Pescada-foguete,Weakfish,NA,7199.4,50265.1
1302,2018,4,Peixe Ósseo,Pescadas agrupadas,Weakfish,NA,85.6,972.8
1303,2018,4,Peixe Ósseo,Prejereba,Atlantic tripletail,Lobotes surinamensis,225.8,2120.4
1304,2018,4,Peixe Ósseo,Robalo,Snook,Centropomus spp.,244.6,4341
1305,2018,4,Peixe Ósseo,Robalo-flecha,Snook,NA,54,1156
1306,2018,4,Peixe Ósseo,Robalo-peva,Snook,NA,580.6,7757
1307,2018,4,Peixe Ósseo,Saguá,Saguá,NA,264.5,2862
1308,2018,4,Peixe Ósseo,Sardinha-bandeira,Brazilian sardinella,NA,1820,416.5
1309,2018,4,Peixe Ósseo,Sardinhas agrupadas,Sardine,NA,7.5,45
1310,2018,4,Peixe Ósseo,Sargo,Sargo,NA,12,48
1311,2018,4,Peixe Ósseo,Sororoca,Sororoca,Scomberomorus,10460,97039
1312,2018,4,Peixe Ósseo,Tainha,Mullet,Mugil spp.,3406,26302.13
1313,2018,4,Peixe Ósseo,Tortinha,Bigtooth corvina,Isopisthus parvipinnis,43,301
1314,2018,4,Peixe Ósseo,Xarelete,Black jack,Caranx latus,877,2825
1315,2018,4,Peixe Ósseo,Xaréu,Black cavalli,Caranx hippos,456,2150
1316,2018,4,,,#N/A,#N/A,0,0
1317,2018,5,Crustáceo,Camarão-estuarino,Shrimp,NA,1670.2168,45583.74
1318,2018,5,Crustáceo,Camarão-legítimo,Shrimp,Litopenaeus schimitti,5483.5,141116
1319,2018,5,Crustáceo,Camarão-sete-barbas,Seabob shrimp,Xiphopenaeus kroyeri,10023,44989
1320,2018,5,Crustáceo,Pitú-de-iguape,Crayfish,NA,4.8,1600
1321,2018,5,Crustáceo,Siri-azul,Crab,NA,1326.32,16026.5
1322,2018,5,Crustáceo,Siri-azul-danae,Siri-azul-danae,NA,358.3,5821.9
1323,2018,5,Molusco,Berbigão,Cockle,Anomalocardia brasiliana,21271,13014
1324,2018,5,Molusco,Mexilhão,Mussel,Perna perna,113,1130
1325,2018,5,Molusco,Mexilhão-do-mangue,Mussel,NA,509.5,4645
1326,2018,5,Molusco,Ostra,Oyster,Crassostrea spp.,9132.52,13301.12
1327,2018,5,Peixe Cartilaginoso,Cações agrupados,Shark,NA,8,56
1328,2018,5,Peixe Cartilaginoso,Raias agrupadas,Ray,NA,435.5,960.5
1329,2018,5,Peixe Cartilaginoso,Viola,Common guitarfish,Rhinobatos rhinobatos,4,0
1330,2018,5,Peixe Ósseo,Acará,Acará,NA,1.5,0
1331,2018,5,Peixe Ósseo,Badejo,Whiting,Mycteroperca spp.,180,3240
1332,2018,5,Peixe Ósseo,Bagre,Couma sea catfish,Sciades couma,30,145
1333,2018,5,Peixe Ósseo,Bagre-amarelo,Gillbacker sea catfish,Sciades parkeri,269.5,1105
1334,2018,5,Peixe Ósseo,Bagre-branco,Catfish,Sciades proops,2559.5,11031.6
1335,2018,5,Peixe Ósseo,Baiacú,trunkfish,NA,1876.71,17013.87
1336,2018,5,Peixe Ósseo,Betara,Carolina Whiting,Menticirrhus spp.,131,526.57
1337,2018,5,Peixe Ósseo,Bonitos agrupados,skipjack tuna,NA,60,360
1338,2018,5,Peixe Ósseo,Caranha,Dog Snapper,Lutjanus spp.,26,181
1339,2018,5,Peixe Ósseo,Carapeba,Broad shad,Diapterus auratus,70.5,165
1340,2018,5,Peixe Ósseo,Caratinga,Mojarra,NA,134,913
1341,2018,5,Peixe Ósseo,Cascudo,Atlantic searobin,Prionotus punctatus,12,120
1342,2018,5,Peixe Ósseo,Cavalas agrupadas,Wahoo,NA,1597,11234
1343,2018,5,Peixe Ósseo,Cavalinha,American mackerel,Scomber japonicus,10,30
1344,2018,5,Peixe Ósseo,Corvina,Croaker,Micropogonias furnieri,821.5,4320.9
1345,2018,5,Peixe Ósseo,Enchova,Ancho,Pomatomus saltatrix,39,178
1346,2018,5,Peixe Ósseo,Galo,American John Dory,Zenopsis conchifer,29,435
1347,2018,5,Peixe Ósseo,Garoupa,Deady,Epinephelus spp.,17,455
1348,2018,5,Peixe Ósseo,Goete,Jamaica weakfish,Cynoscion jamaicensis,104,590
1349,2018,5,Peixe Ósseo,Guaivira,Jack,Oligoplites spp.,63,247
1350,2018,5,Peixe Ósseo,Lambari,Lambari,NA,17.2,860
1351,2018,5,Peixe Ósseo,Linguado,Flatfish,Paralichthys spp.,718.3,12884.1
1352,2018,5,Peixe Ósseo,Manjubas agrupadas,anchovy,NA,10,200
1353,2018,5,Peixe Ósseo,Miraguaia,Miraguaia,NA,811.3,4875.3
1354,2018,5,Peixe Ósseo,Mistura,Mistura,NA,1174,4452.42
1355,2018,5,Peixe Ósseo,Pampo,Pampo,Trachinotus spp.,37,214
1356,2018,5,Peixe Ósseo,Pararê,Pararê,NA,309,1958
1357,2018,5,Peixe Ósseo,Parati,Mullet,NA,1815.6,5465.31
1358,2018,5,Peixe Ósseo,Paru,Paru,NA,37.8,118
1359,2018,5,Peixe Ósseo,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,188.5,2781.5
1360,2018,5,Peixe Ósseo,Pescada-branca,Weakfish,Cynoscion leiarchus,1438.1,10966.05
1361,2018,5,Peixe Ósseo,Pescada-foguete,Weakfish,NA,2519.5,19600.5
1362,2018,5,Peixe Ósseo,Pescadas agrupadas,Weakfish,NA,23.5,228
1363,2018,5,Peixe Ósseo,Prejereba,Atlantic tripletail,Lobotes surinamensis,186.5,1459
1364,2018,5,Peixe Ósseo,Robalo,Snook,Centropomus spp.,158.6,2328.2
1365,2018,5,Peixe Ósseo,Robalo-flecha,Snook,NA,357,8832
1366,2018,5,Peixe Ósseo,Robalo-peva,Snook,NA,474.7,7487.6
1367,2018,5,Peixe Ósseo,Saguá,Saguá,NA,113.5,601.17
1368,2018,5,Peixe Ósseo,Salema,Salema,Sarpa salpa,4.5,13.5
1369,2018,5,Peixe Ósseo,Sardinha-bandeira,Brazilian sardinella,NA,13150,3370
1370,2018,5,Peixe Ósseo,Sardinhas agrupadas,Sardine,NA,165,247.5
1371,2018,5,Peixe Ósseo,Sargo,Sargo,NA,68.2,359
1372,2018,5,Peixe Ósseo,Sororoca,Sororoca,Scomberomorus,16424,136065
1373,2018,5,Peixe Ósseo,Tainha,Mullet,Mugil spp.,3481.9,26747.5
1374,2018,5,Peixe Ósseo,Tortinha,Bigtooth corvina,Isopisthus parvipinnis,91,382
1375,2018,5,,,#N/A,#N/A,0,0
1376,2018,6,Crustáceo,Camarão-estuarino,Shrimp,NA,7108714,18858.7
1377,2018,6,Crustáceo,Camarão-legítimo,Shrimp,Litopenaeus schimitti,17974.9,427521.6
1378,2018,6,Crustáceo,Camarão-sete-barbas,Seabob shrimp,Xiphopenaeus kroyeri,196192.1,1058892.5
1379,2018,6,Crustáceo,Pitú-de-iguape,Crayfish,NA,0.975,325
1380,2018,6,Crustáceo,Siri-azul,Crab,NA,109.12,2009
1381,2018,6,Crustáceo,Siri-azul-danae,Siri-azul-danae,NA,908.56,14785.3
1382,2018,6,Crustáceo,Siris agrupados,Crab,NA,25.8,105
1383,2018,6,Molusco,Almeja,Almeja,NA,26.4,200
1384,2018,6,Molusco,Berbigão,Cockle,Anomalocardia brasiliana,21712,12115
1385,2018,6,Molusco,Mexilhão,Mussel,Perna perna,47,340
1386,2018,6,Molusco,Mexilhão-do-mangue,Mussel,NA,410,4264.5
1387,2018,6,Molusco,Ostra,Oyster,Crassostrea spp.,9046.765,13616.71
1388,2018,6,Peixe Cartilaginoso,Raias agrupadas,Ray,NA,519,1038.25
1389,2018,6,Peixe Cartilaginoso,Viola,Common guitarfish,Rhinobatos rhinobatos,42,308
1390,2018,6,Peixe Ósseo,Bagre,Couma sea catfish,Sciades couma,7,35
1391,2018,6,Peixe Ósseo,Bagre-amarelo,Gillbacker sea catfish,Sciades parkeri,255,762
1392,2018,6,Peixe Ósseo,Bagre-branco,Catfish,Sciades proops,3799.1,16679
1393,2018,6,Peixe Ósseo,Baiacú,trunkfish,NA,1180.3,10352.6
1394,2018,6,Peixe Ósseo,Betara,Carolina Whiting,Menticirrhus spp.,153,428
1395,2018,6,Peixe Ósseo,Canhanha,Brim,Archosargus rhomboidalis,6.5,26
1396,2018,6,Peixe Ósseo,Caranha,Dog Snapper,Lutjanus spp.,210,1588
1397,2018,6,Peixe Ósseo,Carapeba,Broad shad,Diapterus auratus,43.2,88
1398,2018,6,Peixe Ósseo,Caratinga,Mojarra,NA,199.95,1463.85
1399,2018,6,Peixe Ósseo,Cascudo,Atlantic searobin,Prionotus punctatus,28,314
1400,2018,6,Peixe Ósseo,Cavalas agrupadas,Wahoo,NA,1582,10086
1401,2018,6,Peixe Ósseo,Corvina,Croaker,Micropogonias furnieri,721.8,3554
1402,2018,6,Peixe Ósseo,Espada,Broadbill,Xiphias gladius,1,0
1403,2018,6,Peixe Ósseo,Goete,Jamaica weakfish,Cynoscion jamaicensis,8,48
1404,2018,6,Peixe Ósseo,Guaivira,Jack,Oligoplites spp.,23,284
1405,2018,6,Peixe Ósseo,Lambari,Lambari,NA,204,300
1406,2018,6,Peixe Ósseo,Linguado,Flatfish,Paralichthys spp.,1592,28772.8
1407,2018,6,Peixe Ósseo,Linguado-areia,Flatfish,NA,4,100
1408,2018,6,Peixe Ósseo,Manjubas agrupadas,anchovy,NA,15,300
1409,2018,6,Peixe Ósseo,Miraguaia,Miraguaia,NA,990.9,6186.6
1410,2018,6,Peixe Ósseo,Mistura,Mistura,NA,2236.5,2683.86
1411,2018,6,Peixe Ósseo,Pampo,Pampo,Trachinotus spp.,50,366
1412,2018,6,Peixe Ósseo,Pararê,Pararê,NA,433,2939
1413,2018,6,Peixe Ósseo,Parati,Mullet,NA,853.95,3516.35
1414,2018,6,Peixe Ósseo,Paru,Paru,NA,66,125
1415,2018,6,Peixe Ósseo,Pescada-amarela,Acoupa weakfish,Cynoscion acoupa,147.2,2451.43
1416,2018,6,Peixe Ósseo,Pescada-banana,Weakfish,NA,24,80
1417,2018,6,Peixe Ósseo,Pescada-branca,Weakfish,Cynoscion leiarchus,1757.5,11940.43
1418,2018,6,Peixe Ósseo,Pescada-foguete,Weakfish,NA,2857,21779.78
1419,2018,6,Peixe Ósseo,Pescadas agrupadas,Weakfish,NA,33.3,362.6
1420,2018,6,Peixe Ósseo,Prejereba,Atlantic tripletail,Lobotes surinamensis,123.2,1515
1421,2018,6,Peixe Ósseo,Robalo,Snook,Centropomus spp.,104.8,1373
1422,2018,6,Peixe Ósseo,Robalo-flecha,Snook,NA,102.35,1982.75
1423,2018,6,Peixe Ósseo,Robalo-peva,Snook,NA,420.5,7895.75
1424,2018,6,Peixe Ósseo,Saguá,Saguá,NA,123,776.5
1425,2018,6,Peixe Ósseo,Sardinha-bandeira,Brazilian sardinella,NA,57985,17740.92
1426,2018,6,Peixe Ósseo,Sardinha-cascuda,Blackbill sprat,Harengula clupeola,11.2,280
1427,2018,6,Peixe Ósseo,Sardinhas agrupadas,Sardine,NA,105,380
1428,2018,6,Peixe Ósseo,Sororoca,Sororoca,Scomberomorus,27070.9,223518.5
1429,2018,6,Peixe Ósseo,Tainha,Mullet,Mugil spp.,84590.95,487103.7
1430,2018,6,Peixe Ósseo,Tortinha,Bigtooth corvina,Isopisthus parvipinnis,107,718
