"Taxon.Key","MatchName","Country","Year","Exports","Imports","Production"
509279,"Eels","Brazil","X2016",0,2,0
509279,"Eels","Chile","X2010",0,0,0
509279,"Eels","Chile","X2011",0,0,0
509279,"Eels","Chile","X2012",12,0,0
509279,"Eels","Chile","X2013",61,0,0
509279,"Eels","Chile","X2014",5,0,0
509279,"Eels","Chile","X2015",0,0,0
509279,"Eels","Chile","X2016",0,9,0
509279,"Eels","Peru","X2010",1,483,0
509279,"Eels","Peru","X2011",1,216,0
509279,"Eels","Peru","X2012",1,0,0
509279,"Eels","Peru","X2013",2,0,0
509279,"Eels","Peru","X2014",1,0,0
509279,"Eels","Peru","X2015",2,0,0
509279,"Eels","Peru","X2016",1,0,0
590046,"Abalones","Brazil","X2010",0,0,0
590046,"Abalones","Brazil","X2011",0,0,0
590046,"Abalones","Brazil","X2012",0,0,0
590046,"Abalones","Brazil","X2013",0,0,0
590046,"Abalones","Brazil","X2014",0,1,0
590046,"Abalones","Brazil","X2015",0,0,0
590046,"Abalones","Brazil","X2016",0,0,0
590046,"Abalones","Chile","X2010",498,0,448
590046,"Abalones","Chile","X2011",272,0,454
590046,"Abalones","Chile","X2012",589,0,424
590046,"Abalones","Chile","X2013",591,0,574
590046,"Abalones","Chile","X2014",589,0,371
590046,"Abalones","Chile","X2015",656,0,447
590046,"Abalones","Chile","X2016",700,0,519
590046,"Abalones","Peru","X2010",295,0,431
590046,"Abalones","Peru","X2011",247,0,364
590046,"Abalones","Peru","X2012",372,0,530
590046,"Abalones","Peru","X2013",362,0,279
590046,"Abalones","Peru","X2014",369,0,182
590046,"Abalones","Peru","X2015",203,2,150
590046,"Abalones","Peru","X2016",183,0,92
590060,"Crayfishes","Brazil","X2010",0,0,0
590060,"Crayfishes","Brazil","X2011",0,0,0
590060,"Crayfishes","Brazil","X2012",0,0,0
590060,"Crayfishes","Brazil","X2013",0,0,0
590060,"Crayfishes","Brazil","X2014",0,0,0
590060,"Crayfishes","Brazil","X2015",0,0,0
590060,"Crayfishes","Brazil","X2016",0,0,0
590103,"Krills","Brazil","X2010",0,0,0
590103,"Krills","Brazil","X2011",1,0,0
590103,"Krills","Brazil","X2012",0,0,0
590103,"Krills","Brazil","X2013",0,0,0
590103,"Krills","Brazil","X2014",0,0,0
590103,"Krills","Brazil","X2015",0,0,0
590103,"Krills","Brazil","X2016",0,0,0
590103,"Krills","Chile","X2010",0,0,0
590103,"Krills","Chile","X2011",0,0,0
590103,"Krills","Chile","X2012",0,0,0
590103,"Krills","Chile","X2013",0,0,0
590103,"Krills","Chile","X2014",0,0,0
590103,"Krills","Chile","X2015",0,0,0
590103,"Krills","Chile","X2016",0,0,0
600004,"Anchoveta","Chile","X2010",0,0,170494
600004,"Anchoveta","Chile","X2011",0,0,276499
600004,"Anchoveta","Chile","X2012",0,0,210830
600004,"Anchoveta","Chile","X2013",0,0,191905
600004,"Anchoveta","Chile","X2014",0,0,198614
600004,"Anchoveta","Chile","X2015",0,0,117887
600004,"Anchoveta","Chile","X2016",0,0,70490
600004,"Anchoveta","Peru","X2010",0,0,174088
600004,"Anchoveta","Peru","X2011",0,0,335744
600004,"Anchoveta","Peru","X2012",0,0,1089155
600004,"Anchoveta","Peru","X2013",0,0,1361265
600004,"Anchoveta","Peru","X2014",0,0,629176
600004,"Anchoveta","Peru","X2015",0,0,965578
600004,"Anchoveta","Peru","X2016",0,0,756054
600031,"Blue whiting ","Chile","X2010",0,0,711
600031,"Blue whiting ","Chile","X2011",0,0,743
600031,"Blue whiting ","Chile","X2012",0,0,802
600031,"Blue whiting ","Chile","X2013",0,0,273
600031,"Blue whiting ","Chile","X2014",0,0,87
600031,"Blue whiting ","Chile","X2015",0,0,31
600031,"Blue whiting ","Chile","X2016",0,0,63
600033,"Ling ","Chile","X2010",0,0,0
600033,"Ling ","Chile","X2011",0,0,0
600033,"Ling ","Chile","X2012",0,0,0
600033,"Ling ","Chile","X2013",0,0,0
600033,"Ling ","Chile","X2014",0,0,0
600033,"Ling ","Chile","X2015",0,0,0
600033,"Ling ","Chile","X2016",0,0,0
600069,"Atlantic cod","Brazil","X2010",0,10,0
600069,"Atlantic cod","Brazil","X2011",0,33,0
600069,"Atlantic cod","Brazil","X2012",0,0,0
600069,"Atlantic cod","Brazil","X2013",0,0,0
600069,"Atlantic cod","Brazil","X2014",0,0,0
600069,"Atlantic cod","Brazil","X2015",0,0,0
600069,"Atlantic cod","Brazil","X2016",0,0,0
600107,"Skipjack tuna","Brazil","X2010",0,0,3750
600107,"Skipjack tuna","Brazil","X2011",0,0,8650
600107,"Skipjack tuna","Brazil","X2012",0,129,14100
600107,"Skipjack tuna","Brazil","X2013",0,2466,8350
600107,"Skipjack tuna","Brazil","X2014",0,5149,5550
600107,"Skipjack tuna","Brazil","X2015",0,5834,7000
600107,"Skipjack tuna","Brazil","X2016",0,5073,6460
600107,"Skipjack tuna","Chile","X2010",0,0,0
600107,"Skipjack tuna","Chile","X2011",0,0,0
600107,"Skipjack tuna","Chile","X2012",0,0,0
600107,"Skipjack tuna","Chile","X2013",0,0,0
600107,"Skipjack tuna","Chile","X2014",0,2,0
600107,"Skipjack tuna","Chile","X2015",23,0,0
600107,"Skipjack tuna","Chile","X2016",0,0,0
600107,"Skipjack tuna","Peru","X2010",103,7460,567
600107,"Skipjack tuna","Peru","X2011",51,3085,2063
600107,"Skipjack tuna","Peru","X2012",22,6443,2284
600107,"Skipjack tuna","Peru","X2013",26,10592,2670
600107,"Skipjack tuna","Peru","X2014",82,10069,3107
600107,"Skipjack tuna","Peru","X2015",53,9231,1903
600107,"Skipjack tuna","Peru","X2016",5995,14230,1235
600117,"Chub mackerel","Brazil","X2010",0,0,0
600117,"Chub mackerel","Brazil","X2011",0,0,0
600117,"Chub mackerel","Brazil","X2012",0,0,0
600117,"Chub mackerel","Brazil","X2013",0,0,0
600117,"Chub mackerel","Brazil","X2014",0,0,0
600117,"Chub mackerel","Brazil","X2015",0,0,0
600117,"Chub mackerel","Brazil","X2016",0,0,0
600117,"Chub mackerel","Chile","X2010",714,25,1205
600117,"Chub mackerel","Chile","X2011",36,40,315
600117,"Chub mackerel","Chile","X2012",74,2,2984
600117,"Chub mackerel","Chile","X2013",35,115,3021
600117,"Chub mackerel","Chile","X2014",98,54,1046
600117,"Chub mackerel","Chile","X2015",266,15,597
600117,"Chub mackerel","Chile","X2016",253,57,2583
600117,"Chub mackerel","Peru","X2010",0,0,5851
600117,"Chub mackerel","Peru","X2011",0,0,24302
600117,"Chub mackerel","Peru","X2012",0,0,6463
600117,"Chub mackerel","Peru","X2013",0,0,23009
600117,"Chub mackerel","Peru","X2014",0,0,36558
600117,"Chub mackerel","Peru","X2015",0,0,11728
600117,"Chub mackerel","Peru","X2016",0,0,83495
600142,"Albacore","Brazil","X2010",0,0,100
600142,"Albacore","Brazil","X2011",781,0,785
600142,"Albacore","Brazil","X2012",1152,0,1155
600142,"Albacore","Brazil","X2013",870,0,870
600142,"Albacore","Brazil","X2014",65,0,70
600142,"Albacore","Brazil","X2015",78,0,80
600142,"Albacore","Brazil","X2016",30,0,30
600142,"Albacore","Chile","X2010",6,2,0
600142,"Albacore","Chile","X2011",1,4,0
600142,"Albacore","Chile","X2012",0,0,1
600142,"Albacore","Chile","X2013",30,1,0
600142,"Albacore","Chile","X2014",67,0,0
600142,"Albacore","Chile","X2015",30,0,0
600142,"Albacore","Chile","X2016",431,0,0
600142,"Albacore","Peru","X2010",0,1002,0
600142,"Albacore","Peru","X2011",0,26,0
600142,"Albacore","Peru","X2012",27,270,0
600142,"Albacore","Peru","X2013",0,114,0
600142,"Albacore","Peru","X2014",0,221,0
600142,"Albacore","Peru","X2015",0,4,0
600142,"Albacore","Peru","X2016",23,9,0
600143,"Yellowfin tuna","Brazil","X2010",223,0,155
600143,"Yellowfin tuna","Brazil","X2011",784,3,755
600143,"Yellowfin tuna","Brazil","X2012",575,0,515
600143,"Yellowfin tuna","Brazil","X2013",314,0,225
600143,"Yellowfin tuna","Brazil","X2014",142,0,50
600143,"Yellowfin tuna","Brazil","X2015",427,20,225
600143,"Yellowfin tuna","Brazil","X2016",781,16,490
600143,"Yellowfin tuna","Chile","X2010",0,68,0
600143,"Yellowfin tuna","Chile","X2011",23,41,0
600143,"Yellowfin tuna","Chile","X2012",3,30,25
600143,"Yellowfin tuna","Chile","X2013",6,26,0
600143,"Yellowfin tuna","Chile","X2014",0,20,0
600143,"Yellowfin tuna","Chile","X2015",0,51,0
600143,"Yellowfin tuna","Chile","X2016",0,94,1
600143,"Yellowfin tuna","Peru","X2010",0,3438,0
600143,"Yellowfin tuna","Peru","X2011",23,3636,0
600143,"Yellowfin tuna","Peru","X2012",84,1619,0
600143,"Yellowfin tuna","Peru","X2013",407,1173,0
600143,"Yellowfin tuna","Peru","X2014",291,2495,0
600143,"Yellowfin tuna","Peru","X2015",307,2167,0
600143,"Yellowfin tuna","Peru","X2016",3303,4817,0
600145,"Southern bluefin tuna","Brazil","X2010",0,0,0
600145,"Southern bluefin tuna","Brazil","X2011",50,0,0
600145,"Southern bluefin tuna","Brazil","X2012",0,0,0
600145,"Southern bluefin tuna","Brazil","X2013",0,0,0
600145,"Southern bluefin tuna","Brazil","X2014",0,0,0
600145,"Southern bluefin tuna","Brazil","X2015",0,0,0
600145,"Southern bluefin tuna","Brazil","X2016",0,0,0
600145,"Southern bluefin tuna","Chile","X2010",0,0,0
600145,"Southern bluefin tuna","Chile","X2011",0,0,0
600145,"Southern bluefin tuna","Chile","X2012",0,0,0
600145,"Southern bluefin tuna","Chile","X2013",0,0,0
600145,"Southern bluefin tuna","Chile","X2014",0,0,0
600145,"Southern bluefin tuna","Chile","X2015",0,0,0
600145,"Southern bluefin tuna","Chile","X2016",0,0,0
600146,"Bigeye tuna","Brazil","X2010",129,0,0
600146,"Bigeye tuna","Brazil","X2011",454,0,0
600146,"Bigeye tuna","Brazil","X2012",428,0,0
600146,"Bigeye tuna","Brazil","X2013",256,0,0
600146,"Bigeye tuna","Brazil","X2014",297,0,0
600146,"Bigeye tuna","Brazil","X2015",600,154,0
600146,"Bigeye tuna","Brazil","X2016",698,24,0
600146,"Bigeye tuna","Chile","X2010",0,0,1
600146,"Bigeye tuna","Chile","X2011",0,0,0
600146,"Bigeye tuna","Chile","X2012",0,1,6
600146,"Bigeye tuna","Chile","X2013",0,0,0
600146,"Bigeye tuna","Chile","X2014",0,0,0
600146,"Bigeye tuna","Chile","X2015",0,0,0
600146,"Bigeye tuna","Chile","X2016",0,0,0
600146,"Bigeye tuna","Peru","X2010",0,223,0
600146,"Bigeye tuna","Peru","X2011",0,244,0
600146,"Bigeye tuna","Peru","X2012",0,546,0
600146,"Bigeye tuna","Peru","X2013",185,483,0
600146,"Bigeye tuna","Peru","X2014",0,651,0
600146,"Bigeye tuna","Peru","X2015",0,494,0
600146,"Bigeye tuna","Peru","X2016",1079,2069,0
600226,"Swordfish","Brazil","X2010",1303,9,0
600226,"Swordfish","Brazil","X2011",1461,0,0
600226,"Swordfish","Brazil","X2012",1138,0,0
600226,"Swordfish","Brazil","X2013",809,13,0
600226,"Swordfish","Brazil","X2014",682,20,0
600226,"Swordfish","Brazil","X2015",862,0,0
600226,"Swordfish","Brazil","X2016",1214,0,0
600226,"Swordfish","Chile","X2010",1760,0,879
600226,"Swordfish","Chile","X2011",2284,2,1538
600226,"Swordfish","Chile","X2012",2177,0,2016
600226,"Swordfish","Chile","X2013",1024,53,899
600226,"Swordfish","Chile","X2014",1228,0,1024
600226,"Swordfish","Chile","X2015",1380,0,1152
600226,"Swordfish","Chile","X2016",2166,2,2315
600226,"Swordfish","Peru","X2010",22,41,44
600226,"Swordfish","Peru","X2011",47,32,126
600226,"Swordfish","Peru","X2012",168,40,188
600226,"Swordfish","Peru","X2013",391,342,68
600226,"Swordfish","Peru","X2014",85,20,74
600226,"Swordfish","Peru","X2015",121,10,155
600226,"Swordfish","Peru","X2016",19,26,274
600226,"Swordfish ","Brazil","X2010",99,3,0
600226,"Swordfish ","Brazil","X2011",104,0,0
600226,"Swordfish ","Brazil","X2012",73,0,0
600226,"Swordfish ","Brazil","X2013",0,8,0
600226,"Swordfish ","Brazil","X2014",35,0,0
600226,"Swordfish ","Brazil","X2015",83,0,0
600226,"Swordfish ","Brazil","X2016",85,0,0
600226,"Swordfish ","Chile","X2010",318,1,120
600226,"Swordfish ","Chile","X2011",201,0,70
600226,"Swordfish ","Chile","X2012",539,0,210
600226,"Swordfish ","Chile","X2013",697,14,220
600226,"Swordfish ","Chile","X2014",531,0,101
600226,"Swordfish ","Chile","X2015",594,4,111
600226,"Swordfish ","Chile","X2016",460,0,123
600226,"Swordfish ","Peru","X2010",0,0,0
600226,"Swordfish ","Peru","X2011",0,0,0
600226,"Swordfish ","Peru","X2012",13,0,0
600226,"Swordfish ","Peru","X2013",12,12,0
600226,"Swordfish ","Peru","X2014",21,8,0
600226,"Swordfish ","Peru","X2015",0,0,0
600226,"Swordfish ","Peru","X2016",0,0,0
600236,"Atlantic salmon","Brazil","X2010",0,4944,0
600236,"Atlantic salmon","Brazil","X2011",0,2208,0
600236,"Atlantic salmon","Brazil","X2012",0,54072,0
600236,"Atlantic salmon","Brazil","X2013",0,63570,0
600236,"Atlantic salmon","Brazil","X2014",0,75030,0
600236,"Atlantic salmon","Brazil","X2015",0,80234,0
600236,"Atlantic salmon","Brazil","X2016",0,70171,0
600236,"Atlantic salmon","Chile","X2010",42686,308,24356
600236,"Atlantic salmon","Chile","X2011",64141,0,68197
600236,"Atlantic salmon","Chile","X2012",91335,0,83259
600236,"Atlantic salmon","Chile","X2013",135895,0,120230
600236,"Atlantic salmon","Chile","X2014",194346,0,169452
600236,"Atlantic salmon","Chile","X2015",206358,0,136749
600236,"Atlantic salmon","Chile","X2016",189310,0,107071
600236,"Atlantic salmon","Peru","X2010",0,0,0
600236,"Atlantic salmon","Peru","X2011",0,1,0
600236,"Atlantic salmon","Peru","X2012",0,178,0
600236,"Atlantic salmon","Peru","X2013",0,336,0
600236,"Atlantic salmon","Peru","X2014",0,219,0
600236,"Atlantic salmon","Peru","X2015",0,289,0
600236,"Atlantic salmon","Peru","X2016",0,273,0
600240,"Pink salmon","Chile","X2010",0,0,0
600240,"Pink salmon","Chile","X2011",0,0,0
600240,"Pink salmon","Chile","X2012",0,0,0
600240,"Pink salmon","Chile","X2013",0,0,0
600240,"Pink salmon","Chile","X2014",0,0,0
600240,"Pink salmon","Chile","X2015",0,0,0
600240,"Pink salmon","Chile","X2016",0,0,0
600243,"Sockeye salmon","Brazil","X2010",0,1,0
600243,"Sockeye salmon","Brazil","X2011",0,0,0
600243,"Sockeye salmon","Brazil","X2012",0,4,0
600243,"Sockeye salmon","Brazil","X2013",0,30,0
600243,"Sockeye salmon","Brazil","X2014",0,69,0
600243,"Sockeye salmon","Brazil","X2015",0,15,0
600243,"Sockeye salmon","Brazil","X2016",0,21,0
600243,"Sockeye salmon","Chile","X2010",58,0,0
600243,"Sockeye salmon","Chile","X2011",121,0,0
600243,"Sockeye salmon","Chile","X2012",68,0,0
600243,"Sockeye salmon","Chile","X2013",75,0,0
600243,"Sockeye salmon","Chile","X2014",35,0,0
600243,"Sockeye salmon","Chile","X2015",21,0,0
600243,"Sockeye salmon","Chile","X2016",3,0,0
600243,"Sockeye salmon","Peru","X2010",0,0,0
600243,"Sockeye salmon","Peru","X2011",0,0,0
600243,"Sockeye salmon","Peru","X2012",0,0,0
600243,"Sockeye salmon","Peru","X2013",9,0,0
600243,"Sockeye salmon","Peru","X2014",0,0,0
600243,"Sockeye salmon","Peru","X2015",0,0,0
600243,"Sockeye salmon","Peru","X2016",17,0,0
600244,"Chinook salmon","Chile","X2010",0,0,0
600244,"Chinook salmon","Chile","X2011",0,0,0
600244,"Chinook salmon","Chile","X2012",0,0,0
600244,"Chinook salmon","Chile","X2013",0,0,0
600244,"Chinook salmon","Chile","X2014",0,0,0
600244,"Chinook salmon","Chile","X2015",0,0,0
600244,"Chinook salmon","Chile","X2016",0,0,0
600245,"Coho salmon","Chile","X2010",0,0,0
600245,"Coho salmon","Chile","X2011",0,0,0
600245,"Coho salmon","Chile","X2012",0,0,0
600245,"Coho salmon","Chile","X2013",0,0,0
600245,"Coho salmon","Chile","X2014",0,0,0
600245,"Coho salmon","Chile","X2015",0,0,0
600245,"Coho salmon","Chile","X2016",0,0,0
600318,"Alaska pollock ","Brazil","X2010",0,0,0
600318,"Alaska pollock ","Brazil","X2011",0,0,0
600318,"Alaska pollock ","Brazil","X2012",0,53478,0
600318,"Alaska pollock ","Brazil","X2013",1,64898,0
600318,"Alaska pollock ","Brazil","X2014",0,37295,0
600318,"Alaska pollock ","Brazil","X2015",0,34570,0
600318,"Alaska pollock ","Brazil","X2016",12,20314,0
600318,"Alaska pollock ","Chile","X2010",0,0,0
600318,"Alaska pollock ","Chile","X2011",0,0,0
600318,"Alaska pollock ","Chile","X2012",80,312,0
600318,"Alaska pollock ","Chile","X2013",169,312,0
600318,"Alaska pollock ","Chile","X2014",50,149,0
600318,"Alaska pollock ","Chile","X2015",0,109,0
600318,"Alaska pollock ","Chile","X2016",0,54,0
600318,"Alaska pollock ","Peru","X2010",0,0,0
600318,"Alaska pollock ","Peru","X2011",0,0,0
600318,"Alaska pollock ","Peru","X2012",0,50,0
600318,"Alaska pollock ","Peru","X2013",10,44,0
600318,"Alaska pollock ","Peru","X2014",310,324,0
600318,"Alaska pollock ","Peru","X2015",0,2,0
600318,"Alaska pollock ","Peru","X2016",0,0,0
600320,"Southern blue whiting","Chile","X2010",226,0,43
600320,"Southern blue whiting","Chile","X2011",176,0,156
600320,"Southern blue whiting","Chile","X2012",604,0,0
600320,"Southern blue whiting","Chile","X2013",620,0,82
600320,"Southern blue whiting","Chile","X2014",465,12,114
600320,"Southern blue whiting","Chile","X2015",510,0,83
600320,"Southern blue whiting","Chile","X2016",454,0,239
600322,"Southern hake","Chile","X2010",15326,25,0
600322,"Southern hake","Chile","X2011",13518,0,0
600322,"Southern hake","Chile","X2012",10039,0,0
600322,"Southern hake","Chile","X2013",8384,0,0
600322,"Southern hake","Chile","X2014",6517,0,0
600322,"Southern hake","Chile","X2015",7816,0,0
600322,"Southern hake","Chile","X2016",8116,25,0
600324,"South Pacific hake","Chile","X2010",1495,0,16043
600324,"South Pacific hake","Chile","X2011",1305,1,16871
600324,"South Pacific hake","Chile","X2012",1279,2,16305
600324,"South Pacific hake","Chile","X2013",1056,0,13764
600324,"South Pacific hake","Chile","X2014",205,21,7019
600324,"South Pacific hake","Chile","X2015",174,5,10201
600324,"South Pacific hake","Chile","X2016",136,0,7686
600324,"South Pacific hake","Peru","X2010",0,0,4925
600324,"South Pacific hake","Peru","X2011",0,0,4728
600324,"South Pacific hake","Peru","X2012",0,0,4986
600324,"South Pacific hake","Peru","X2013",0,0,11736
600324,"South Pacific hake","Peru","X2014",0,0,8363
600324,"South Pacific hake","Peru","X2015",0,0,6306
600324,"South Pacific hake","Peru","X2016",0,0,7512
600324,"South Pacific hake ","Chile","X2010",5208,45,5503
600324,"South Pacific hake ","Chile","X2011",4927,0,4968
600324,"South Pacific hake ","Chile","X2012",5113,50,4210
600324,"South Pacific hake ","Chile","X2013",5103,127,4403
600324,"South Pacific hake ","Chile","X2014",2675,213,2283
600324,"South Pacific hake ","Chile","X2015",2281,150,1840
600324,"South Pacific hake ","Chile","X2016",3576,116,3120
600325,"Argentine hake","Chile","X2010",0,0,0
600325,"Argentine hake","Chile","X2011",0,0,0
600325,"Argentine hake","Chile","X2012",0,0,0
600325,"Argentine hake","Chile","X2013",0,0,0
600325,"Argentine hake","Chile","X2014",0,0,0
600325,"Argentine hake","Chile","X2015",0,0,0
600325,"Argentine hake","Chile","X2016",0,0,53
600334,"Orange roughy","Chile","X2010",0,0,0
600334,"Orange roughy","Chile","X2011",0,0,0
600334,"Orange roughy","Chile","X2012",0,0,0
600334,"Orange roughy","Chile","X2013",0,0,0
600334,"Orange roughy","Chile","X2014",0,0,0
600334,"Orange roughy","Chile","X2015",0,0,0
600334,"Orange roughy","Chile","X2016",0,0,0
600489,"Snoek","Chile","X2010",0,0,103
600489,"Snoek","Chile","X2011",0,0,41
600489,"Snoek","Chile","X2012",0,0,1047
600489,"Snoek","Chile","X2013",0,0,659
600489,"Snoek","Chile","X2014",0,0,380
600489,"Snoek","Chile","X2015",0,0,474
600489,"Snoek","Chile","X2016",0,0,701
600525,"Common sole","Brazil","X2010",0,83,0
600525,"Common sole","Brazil","X2011",0,7,0
600525,"Common sole","Brazil","X2012",0,4,0
600525,"Common sole","Brazil","X2013",0,0,0
600525,"Common sole","Brazil","X2014",0,0,0
600525,"Common sole","Brazil","X2015",0,0,0
600525,"Common sole","Brazil","X2016",0,0,0
600525,"Common sole","Chile","X2010",0,0,0
600525,"Common sole","Chile","X2011",0,0,0
600525,"Common sole","Chile","X2012",0,0,0
600525,"Common sole","Chile","X2013",0,0,0
600525,"Common sole","Chile","X2014",0,0,0
600525,"Common sole","Chile","X2015",0,0,0
600525,"Common sole","Chile","X2016",0,0,0
600525,"Common sole","Peru","X2010",0,0,0
600525,"Common sole","Peru","X2011",3,0,0
600525,"Common sole","Peru","X2012",0,3,0
600525,"Common sole","Peru","X2013",0,1,0
600525,"Common sole","Peru","X2014",0,4,0
600525,"Common sole","Peru","X2015",0,158,0
600525,"Common sole","Peru","X2016",0,23,0
600716,"Angler","Brazil","X2010",1332,0,0
600716,"Angler","Brazil","X2011",2040,0,0
600716,"Angler","Brazil","X2012",966,0,0
600716,"Angler","Brazil","X2013",660,0,0
600716,"Angler","Brazil","X2014",686,0,0
600716,"Angler","Brazil","X2015",563,0,0
600716,"Angler","Brazil","X2016",1057,0,0
600790,"Red mullet","Brazil","X2010",28,210,0
600790,"Red mullet","Brazil","X2011",28,132,0
600790,"Red mullet","Brazil","X2012",50,221,0
600790,"Red mullet","Brazil","X2013",0,190,0
600790,"Red mullet","Brazil","X2014",1,443,0
600790,"Red mullet","Brazil","X2015",3,97,0
600790,"Red mullet","Brazil","X2016",29,69,0
600790,"Red mullet","Chile","X2010",0,0,0
600790,"Red mullet","Chile","X2011",0,0,0
600790,"Red mullet","Chile","X2012",0,0,0
600790,"Red mullet","Chile","X2013",0,0,0
600790,"Red mullet","Chile","X2014",0,0,0
600790,"Red mullet","Chile","X2015",0,0,0
600790,"Red mullet","Chile","X2016",0,0,0
601342,"European plaice","Brazil","X2010",0,0,0
601342,"European plaice","Brazil","X2011",0,0,0
601342,"European plaice","Brazil","X2012",0,0,0
601342,"European plaice","Brazil","X2013",0,0,0
601342,"European plaice","Brazil","X2014",0,0,0
601342,"European plaice","Brazil","X2015",0,0,0
601342,"European plaice","Brazil","X2016",0,0,0
601342,"European plaice","Chile","X2010",0,0,0
601342,"European plaice","Chile","X2011",0,0,0
601342,"European plaice","Chile","X2012",0,0,0
601342,"European plaice","Chile","X2013",0,0,0
601342,"European plaice","Chile","X2014",0,0,0
601342,"European plaice","Chile","X2015",0,0,0
601342,"European plaice","Chile","X2016",0,0,0
601343,"Saithe","Brazil","X2010",0,176,0
601343,"Saithe","Brazil","X2011",0,209,0
601343,"Saithe","Brazil","X2012",0,2388,0
601343,"Saithe","Brazil","X2013",0,2312,0
601343,"Saithe","Brazil","X2014",0,2076,0
601343,"Saithe","Brazil","X2015",0,1256,0
601343,"Saithe","Brazil","X2016",0,2156,0
601343,"Saithe","Chile","X2010",0,0,0
601343,"Saithe","Chile","X2011",0,0,0
601343,"Saithe","Chile","X2012",0,0,0
601343,"Saithe","Chile","X2013",0,0,0
601343,"Saithe","Chile","X2014",0,0,0
601343,"Saithe","Chile","X2015",0,0,0
601343,"Saithe","Chile","X2016",0,0,0
601348,"Turbot ","Chile","X2010",243,0,0
601348,"Turbot ","Chile","X2011",231,0,0
601348,"Turbot ","Chile","X2012",196,0,0
601348,"Turbot ","Chile","X2013",87,0,0
601348,"Turbot ","Chile","X2014",0,0,0
601348,"Turbot ","Chile","X2015",0,0,0
601348,"Turbot ","Chile","X2016",0,0,0
601351,"Bastard halibut","Chile","X2010",2,0,0
601351,"Bastard halibut","Chile","X2011",0,0,0
601351,"Bastard halibut","Chile","X2012",68,0,0
601351,"Bastard halibut","Chile","X2013",0,0,0
601351,"Bastard halibut","Chile","X2014",190,0,0
601351,"Bastard halibut","Chile","X2015",102,0,0
601351,"Bastard halibut","Chile","X2016",69,0,0
601381,"Haddock","Brazil","X2010",0,0,0
601381,"Haddock","Brazil","X2011",0,0,0
601381,"Haddock","Brazil","X2012",0,35,0
601381,"Haddock","Brazil","X2013",0,16,0
601381,"Haddock","Brazil","X2014",0,1,0
601381,"Haddock","Brazil","X2015",0,0,0
601381,"Haddock","Brazil","X2016",0,2,0
601381,"Haddock","Chile","X2010",0,0,0
601381,"Haddock","Chile","X2011",0,0,0
601381,"Haddock","Chile","X2012",0,0,0
601381,"Haddock","Chile","X2013",0,0,0
601381,"Haddock","Chile","X2014",0,0,0
601381,"Haddock","Chile","X2015",0,0,0
601381,"Haddock","Chile","X2016",0,0,0
601381,"Haddock","Peru","X2010",0,0,0
601381,"Haddock","Peru","X2011",0,0,0
601381,"Haddock","Peru","X2012",0,0,0
601381,"Haddock","Peru","X2013",0,0,0
601381,"Haddock","Peru","X2014",0,0,0
601381,"Haddock","Peru","X2015",0,1,0
601381,"Haddock","Peru","X2016",0,0,0
603542,"Cobia","Brazil","X2010",0,0,0
603542,"Cobia","Brazil","X2011",0,0,0
603542,"Cobia","Brazil","X2012",0,0,0
603542,"Cobia","Brazil","X2013",0,0,0
603542,"Cobia","Brazil","X2014",0,0,0
603542,"Cobia","Brazil","X2015",0,0,0
603542,"Cobia","Brazil","X2016",0,0,0
603542,"Cobia","Chile","X2010",0,0,0
603542,"Cobia","Chile","X2011",0,0,0
603542,"Cobia","Chile","X2012",0,0,0
603542,"Cobia","Chile","X2013",0,0,0
603542,"Cobia","Chile","X2014",0,0,0
603542,"Cobia","Chile","X2015",0,0,0
603542,"Cobia","Chile","X2016",0,0,0
603542,"Cobia","Peru","X2010",0,0,0
603542,"Cobia","Peru","X2011",0,0,0
603542,"Cobia","Peru","X2012",0,0,0
603542,"Cobia","Peru","X2013",0,0,0
603542,"Cobia","Peru","X2014",0,0,0
603542,"Cobia","Peru","X2015",0,0,0
603542,"Cobia","Peru","X2016",0,1,0
690211,"King crab","Chile","X2010",2127,1,1901
690211,"King crab","Chile","X2011",2363,12,3088
690211,"King crab","Chile","X2012",3056,5,3608
690211,"King crab","Chile","X2013",3261,5,3286
690211,"King crab","Chile","X2014",4015,25,4063
690211,"King crab","Chile","X2015",3992,28,3885
690211,"King crab","Chile","X2016",3650,8,3781
NA,"Agar agar","Brazil","X2010",3,70,0
NA,"Agar agar","Brazil","X2011",6,69,0
NA,"Agar agar","Brazil","X2012",0,53,0
NA,"Agar agar","Brazil","X2013",5,52,0
NA,"Agar agar","Brazil","X2014",3,68,0
NA,"Agar agar","Brazil","X2015",4,57,0
NA,"Agar agar","Brazil","X2016",6,104,0
NA,"Agar agar","Chile","X2010",2170,44,0
NA,"Agar agar","Chile","X2011",2056,126,0
NA,"Agar agar","Chile","X2012",1925,125,0
NA,"Agar agar","Chile","X2013",1771,264,0
NA,"Agar agar","Chile","X2014",1780,311,0
NA,"Agar agar","Chile","X2015",1825,255,0
NA,"Agar agar","Chile","X2016",1562,177,0
NA,"Agar agar","Peru","X2010",0,2,0
NA,"Agar agar","Peru","X2011",0,2,0
NA,"Agar agar","Peru","X2012",0,4,0
NA,"Agar agar","Peru","X2013",0,5,0
NA,"Agar agar","Peru","X2014",0,6,0
NA,"Agar agar","Peru","X2015",0,2,0
NA,"Agar agar","Peru","X2016",0,5,0
NA,"Anchovies","Brazil","X2010",0,0,0
